FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.489007,489007,POINT (16.28133828894318 48.24236760611065),Artariastraße,Artariastraße,"43A, 43B",85,2,
OEFFHALTESTOGD.489008,489008,POINT (16.33907774148957 48.24619798586785),Sauerburggasse,Sauerburggasse,39A,1153,2,
OEFFHALTESTOGD.489009,489009,POINT (16.281294117838332 48.132451053088644),Liesing Bad,Liesing Bad,61A,789,2,
OEFFHALTESTOGD.489010,489010,POINT (16.30464137108864 48.167552746585045),Hetzendorfer Straße,Hetzendorfer Straße,"16A, 63A",1679,2,
OEFFHALTESTOGD.489011,489011,POINT (16.292110556474665 48.20137488815165),Ameisbachzeile,Ameisbachzeile,51A,54,2,
OEFFHALTESTOGD.489012,489012,POINT (16.297967744208904 48.13348187095995),Industriegelände Liesing West,Industriegelände Liesing West,"61A, 64A",576,2,
OEFFHALTESTOGD.489013,489013,POINT (16.39148211074582 48.2181799006338),Praterstern,Praterstern,"58B, 5B, 80A",1040,2,
OEFFHALTESTOGD.489014,489014,POINT (16.32404954490479 48.183727749609474),Rotenmühlgasse,Rotenmühlgasse,"10A, 63A",1118,2,
OEFFHALTESTOGD.489015,489015,POINT (16.33779287592796 48.23415782466115),Gregor-Mendel-Straße,Gregor-Mendel-Straße,"37A, 40A",420,2,
OEFFHALTESTOGD.489016,489016,POINT (16.28858230055839 48.13844411505293),Dr.-Neumann-Gasse,Dr.-Neumann-Gasse,62A,247,2,
OEFFHALTESTOGD.489017,489017,POINT (16.46601461715384 48.210891578962936),Binsenweg,Binsenweg,95A,1551,2,
OEFFHALTESTOGD.489018,489018,POINT (16.357955477943108 48.187194407660705),Siebenbrunnengasse,Siebenbrunnengasse,"12A, 14A",1233,2,
OEFFHALTESTOGD.489019,489019,POINT (16.318993308045414 48.21209147463406),Schuhmeierplatz,Schuhmeierplatz,10A,1190,2,
OEFFHALTESTOGD.489020,489020,POINT (16.431541539878925 48.269598837837364),Hertha-Kräftner-Gasse,Hertha-Kräftner-Gasse,28A,1213,2,
OEFFHALTESTOGD.489021,489021,POINT (16.47486380328005 48.22540531166646),Haschafeld,Haschafeld,"22A, 98A",477,2,
OEFFHALTESTOGD.489022,489022,POINT (16.39194068415273 48.250730502107345),Hubertusdamm,Hubertusdamm,20A,554,2,
OEFFHALTESTOGD.489023,489023,POINT (16.52213654343975 48.2031947379962),Mühlhäufel,Mühlhäufel,88B,900,2,
OEFFHALTESTOGD.489024,489024,POINT (16.472636433510573 48.164364402268255),Artillerieplatz,Artillerieplatz,"73A, 76B, 79A, 79B",87,2,
OEFFHALTESTOGD.489025,489025,POINT (16.394617726560483 48.15639261101495),Siedlung Südost,Siedlung Südost,"15A, 68A, 68B",1245,2,
OEFFHALTESTOGD.489026,489026,POINT (16.51050750448505 48.20860221014018),Arztgasse,Arztgasse,98A,1643,2,
OEFFHALTESTOGD.489027,489027,POINT (16.401308796583695 48.224555860355295),Vorgartenstraße,Vorgartenstraße,"11A, 11B",1433,2,
OEFFHALTESTOGD.489028,489028,POINT (16.391604583609883 48.26912376990741),Hopfengasse,Hopfengasse,"36A, 36B",548,2,
OEFFHALTESTOGD.489029,489029,POINT (16.370171565858133 48.21363142014919),Concordiaplatz,Concordiaplatz,3A,213,2,
OEFFHALTESTOGD.489030,489030,POINT (16.40864363359391 48.2419344314992),Donauturm,Donauturm,20A,1733,2,
OEFFHALTESTOGD.489031,489031,POINT (16.41057078857001 48.17036375104419),Am Kanal,Am Kanal,15A,42,2,
OEFFHALTESTOGD.489032,489032,POINT (16.292421544078778 48.14155726591677),Leopoldigasse,Leopoldigasse,60A,826,2,
OEFFHALTESTOGD.489033,489033,POINT (16.263016604467715 48.135838456285825),Maireckergasse,Maireckergasse,60A,823,2,
OEFFHALTESTOGD.489034,489034,POINT (16.45782594319736 48.221117482530616),Hardeggasse,Hardeggasse,96A,473,2,
OEFFHALTESTOGD.489035,489035,POINT (16.26201969058343 48.1935030532447),Seuttergasse,Seuttergasse,53A,1227,2,
OEFFHALTESTOGD.489036,489036,POINT (16.41530497394317 48.16520409959355),Mitterfeldgasse,Mitterfeldgasse,69A,879,2,
OEFFHALTESTOGD.489037,489037,POINT (16.28855661213749 48.14229874512025),Steinergasse,Steinergasse,60A,1629,2,
OEFFHALTESTOGD.489038,489038,POINT (16.48816312293506 48.220538948283085),Pilotengasse,Pilotengasse,97A,1647,2,
OEFFHALTESTOGD.489039,489039,POINT (16.347165456254523 48.14993145369923),"Inzersdorf, Kirchenplatz","Inzersdorf, Kirchenplatz",16A,1012,2,
OEFFHALTESTOGD.489040,489040,POINT (16.327057937829935 48.20504902677247),Camillo-Sitte-Gasse,Camillo-Sitte-Gasse,48A,197,2,
OEFFHALTESTOGD.489041,489041,POINT (16.28754811983733 48.250867256637505),Keylwerthgasse,Keylwerthgasse,43A,672,2,
OEFFHALTESTOGD.489042,489042,POINT (16.430455254442535 48.28636126864045),Allissen,Allissen,32A,24,2,
OEFFHALTESTOGD.489043,489043,POINT (16.431412571259475 48.165912262619656),Florian-Hedorfer-Straße,Florian-Hedorfer-Straße,69A,332,2,
OEFFHALTESTOGD.489044,489044,POINT (16.34181664867539 48.233851911785116),Cottagegasse,Cottagegasse,"37A, 40A",215,2,
OEFFHALTESTOGD.489045,489045,POINT (16.27620630561761 48.179346798674146),Veitingergasse,Veitingergasse,"54A, 54B",1420,2,
OEFFHALTESTOGD.489046,489046,POINT (16.425998273194853 48.176189813032096),Wachthausgasse,Wachthausgasse,72A,1652,2,
OEFFHALTESTOGD.489047,489047,POINT (16.518862302040258 48.20607433031235),Ultzmanngasse,Ultzmanngasse,88B,1645,2,
OEFFHALTESTOGD.489048,489048,POINT (16.29921613483681 48.18083640631031),Tiroler Gasse,Tiroler Gasse,"56A, 56B, 58A",1550,2,
OEFFHALTESTOGD.489049,489049,POINT (16.417746946003327 48.161736269489154),Hasenleiten,Hasenleiten,72A,479,2,
OEFFHALTESTOGD.489050,489050,POINT (16.42389330947658 48.155988520179854),Speditionsstraße,Speditionsstraße,72A,1576,2,
OEFFHALTESTOGD.489051,489051,POINT (16.414505967233907 48.134536547666826),Sebastianbrücke,Sebastianbrücke,70A,794,2,
OEFFHALTESTOGD.489052,489052,POINT (16.405648539715788 48.20283840976776),Lukschgasse,Lukschgasse,80A,817,2,
OEFFHALTESTOGD.489053,489053,POINT (16.41007772636233 48.20134145973205),Rustenschacherallee,Rustenschacherallee,80A,1549,2,
OEFFHALTESTOGD.489054,489054,POINT (16.415810353985734 48.260293810052374),Hawlicekgasse,Hawlicekgasse,"28A, 29A",489,2,
OEFFHALTESTOGD.489055,489055,POINT (16.44489874446999 48.197229533242044),Aspernallee,Aspernallee,"79A, 79B",88,2,
OEFFHALTESTOGD.489056,489056,POINT (16.333130329046103 48.171437528317426),Am Europlatz,Am Europlatz,"15A, 7A",1508,2,
OEFFHALTESTOGD.489057,489057,POINT (16.41651569185693 48.24213393606084),Strandbad Alte Donau,Strandbad Alte Donau,"20A, 20B",1329,2,
OEFFHALTESTOGD.489058,489058,POINT (16.37721341211997 48.20810897303877),Riemergasse,Riemergasse,3A,1102,2,
OEFFHALTESTOGD.489059,489059,POINT (16.43214659931918 48.26606965766566),Sorgenthalgasse,Sorgenthalgasse,31A,1277,2,
OEFFHALTESTOGD.489060,489060,POINT (16.24117061956586 48.205796949904396),Alois-Behr-Straße,Alois-Behr-Straße,49A,25,2,
OEFFHALTESTOGD.489061,489061,POINT (16.370368851491 48.22631947842185),Gaußplatz,Gaußplatz,5A,380,2,
OEFFHALTESTOGD.489062,489062,POINT (16.301871609275782 48.19229846277432),Cumberlandstraße,Cumberlandstraße,51A,1561,2,
OEFFHALTESTOGD.489063,489063,POINT (16.479637144437696 48.20709635878247),An der Bien,An der Bien,93A,62,2,
OEFFHALTESTOGD.489064,489064,POINT (16.499478482034185 48.240506217206615),Podhagskygasse,Podhagskygasse,"95A, 97A",720,2,
OEFFHALTESTOGD.489065,489065,POINT (16.394672667925906 48.138707085912955),Hämmerlegasse,Hämmerlegasse,17A,565,2,
OEFFHALTESTOGD.489066,489066,POINT (16.316463204996886 48.13507858357993),Stipcakgasse,Stipcakgasse,61A,1606,2,
OEFFHALTESTOGD.489067,489067,POINT (16.349102688448852 48.23987649421462),Gatterburggasse,Gatterburggasse,"10A, 35A",376,2,
OEFFHALTESTOGD.489068,489068,POINT (16.48846954280298 48.25089416749411),Pichlgasse,Pichlgasse,85A,1878,2,
OEFFHALTESTOGD.489069,489069,POINT (16.397063924753517 48.19897468409285),Hainburger Straße,Hainburger Straße,77A,1728,2,
OEFFHALTESTOGD.489070,489070,POINT (16.35553107249659 48.25391734705127),Armbrustergasse,Armbrustergasse,38A,80,2,
OEFFHALTESTOGD.489071,489071,POINT (16.516337116907856 48.2136703092877),Kahlergasse,Kahlergasse,98A,1711,2,
OEFFHALTESTOGD.489072,489072,POINT (16.314888954216 48.18771790281316),Schloss Schönbrunn,Schloss Schönbrunn,10A,1176,2,
OEFFHALTESTOGD.489073,489073,POINT (16.469238417077335 48.224082781742844),Zschokkegasse,Zschokkegasse,26A,1537,2,
OEFFHALTESTOGD.489074,489074,POINT (16.518358228450197 48.20316122045788),Auernheimergasse,Auernheimergasse,88B,98,2,
OEFFHALTESTOGD.489075,489075,POINT (16.28584142478365 48.159407273560745),Pensionistenwohnhaus Rosenberg,Pensionistenwohnhaus Rosenberg,56B,1001,2,
OEFFHALTESTOGD.489076,489076,POINT (16.408325890146948 48.2812258407884),Jedlersdorfer Platz,Jedlersdorfer Platz,32A,1627,2,
OEFFHALTESTOGD.489077,489077,POINT (16.370209280740088 48.2353609578427),Jägerstraße,Jägerstraße,"58B, 5B",1667,2,
OEFFHALTESTOGD.489078,489078,POINT (16.26321337567908 48.15985738067221),Dostalgasse,Dostalgasse,56A,242,2,
OEFFHALTESTOGD.489079,489079,POINT (16.322869441502334 48.143991338189785),Goldhammergasse,Goldhammergasse,64A,413,2,
OEFFHALTESTOGD.489080,489080,POINT (16.381941679518434 48.21778880957958),Glockengasse,Glockengasse,5A,407,2,
OEFFHALTESTOGD.489081,489081,POINT (16.44389164418042 48.22168172312633),Donaustadtstraße/Deinleingasse,Donaustadtstraße/Deinleingasse,94A,485,2,
OEFFHALTESTOGD.489082,489082,POINT (16.32394750454193 48.25049163058594),Karthäuserstraße,Karthäuserstraße,39A,660,2,
OEFFHALTESTOGD.489083,489083,POINT (16.452875425302636 48.15165963204026),Zentralfriedhof 4.Tor,Zentralfriedhof 4.Tor,71A,1523,2,
OEFFHALTESTOGD.489084,489084,POINT (16.540663030716193 48.20817939861143),"Eßling, Stadtgrenze","Eßling, Stadtgrenze","26A, 88A",441,2,
OEFFHALTESTOGD.489085,489085,POINT (16.465577435323006 48.26791601076853),Lichtblaustraße,Lichtblaustraße,25A,1585,2,
OEFFHALTESTOGD.489086,489086,POINT (16.321698635113798 48.187264720202045),Weiglgasse,Weiglgasse,57A,1459,2,
OEFFHALTESTOGD.489087,489087,POINT (16.37034839086103 48.16863798822828),Laxenburger Straße/Troststraße,Laxenburger Straße/Troststraße,66A,760,2,
OEFFHALTESTOGD.489088,489088,POINT (16.48761709499256 48.22384338162769),Reglergasse,Reglergasse,97A,1648,2,
OEFFHALTESTOGD.489089,489089,POINT (16.378738769628544 48.18858601987687),Mommsengasse,Mommsengasse,13A,886,2,
OEFFHALTESTOGD.489090,489090,POINT (16.353903355827033 48.147726730704754),Inzersdorf Friedhof,Inzersdorf Friedhof,66A,580,2,
OEFFHALTESTOGD.489091,489091,POINT (16.35665579885025 48.191978909924785),Margaretenplatz/Schönbrunner Straße,Margaretenplatz/Schönbrunner Straße,"12A, 13A",829,2,
OEFFHALTESTOGD.489092,489092,POINT (16.440888008187457 48.22185377446688),Siedlung Einigkeit,Siedlung Einigkeit,93A,1241,2,
OEFFHALTESTOGD.489093,489093,POINT (16.354690608938885 48.14603008643405),Jochen-Rindt-Straße,Jochen-Rindt-Straße,"16A, 17A, 66A, 67A",599,2,
OEFFHALTESTOGD.489094,489094,POINT (16.37482019718958 48.18590683503823),Hauptbahnhof,Hauptbahnhof,"13A, 69A",1349,2,
OEFFHALTESTOGD.489095,489095,POINT (16.366039220724275 48.19048857289734),Johann-Strauß-Gasse,Johann-Strauß-Gasse,13A,604,2,
OEFFHALTESTOGD.489096,489096,POINT (16.360743071509944 48.19246462865411),Ziegelofengasse,Ziegelofengasse,13A,1529,2,
OEFFHALTESTOGD.489097,489097,POINT (16.326118392285363 48.17732842128014),Ratschkygasse,Ratschkygasse,9A,1546,2,
OEFFHALTESTOGD.489098,489098,POINT (16.318134541021386 48.20924857427791),Possingergasse,Possingergasse,10A,1037,2,
OEFFHALTESTOGD.489099,489099,POINT (16.37025751492304 48.20238733226114),"Oper, Karlsplatz U","Oper, Karlsplatz U",2A,975,2,
OEFFHALTESTOGD.489100,489100,POINT (16.295570288015504 48.14583039651411),Brunner Straße/Erlaaer Straße,Brunner Straße/Erlaaer Straße,62A,174,2,
OEFFHALTESTOGD.489101,489101,POINT (16.391835088589108 48.14797431586786),Wendstattgasse,Wendstattgasse,19A,1465,2,
OEFFHALTESTOGD.489102,489102,POINT (16.318083920253983 48.12618417983961),Vösendorf-Siebenhirten,Vösendorf-Siebenhirten,61A,5133,2,
OEFFHALTESTOGD.489103,489103,POINT (16.378979263380355 48.18752767567496),Karl-Popper-Straße,Karl-Popper-Straße,13A,989,2,
OEFFHALTESTOGD.489104,489104,POINT (16.3371276847806 48.204207807068215),Burggasse-Stadthalle,Burggasse-Stadthalle,48A,188,2,
OEFFHALTESTOGD.489105,489105,POINT (16.330299847800013 48.144235236570935),Sobotagasse,Sobotagasse,65A,1269,2,
OEFFHALTESTOGD.489106,489106,POINT (16.259482686859887 48.180419068759505),Ghelengasse,Ghelengasse,"54A, 54B",401,2,
OEFFHALTESTOGD.489107,489107,POINT (16.492750356053808 48.25115570655418),Breitenlee Friedhof,Breitenlee Friedhof,"24A, 85A",164,2,
OEFFHALTESTOGD.489108,489108,POINT (16.403425611078273 48.15259867539121),Burgenlandgasse,Burgenlandgasse,68A,1805,2,
OEFFHALTESTOGD.489109,489109,POINT (16.281117546328613 48.18448295864993),Rossinigasse,Rossinigasse,54A,1707,2,
OEFFHALTESTOGD.489110,489110,POINT (16.39957991822222 48.17509694521642),Geiereckstraße,Geiereckstraße,69A,382,2,
OEFFHALTESTOGD.489111,489111,POINT (16.27778895319755 48.180997274347824),Tolstojgasse,Tolstojgasse,"54A, 54B",1384,2,
OEFFHALTESTOGD.489112,489112,POINT (16.319499374356408 48.21621751083529),Wilhelminenstraße,Wilhelminenstraße,10A,1490,2,
OEFFHALTESTOGD.489113,489113,POINT (16.412272175793458 48.217943963486164),Elderschplatz,Elderschplatz,11A,274,2,
OEFFHALTESTOGD.489114,489114,POINT (16.382533683467983 48.14665064688005),Neulaa,Neulaa,"16A, 17A, 67A, 67B",1123,2,
OEFFHALTESTOGD.489115,489115,POINT (16.439828808506423 48.26937650730306),Dopschstraße,Dopschstraße,29A,239,2,
OEFFHALTESTOGD.489116,489116,POINT (16.45933176121342 48.241202858063666),Marietta-Blau-Gasse,Marietta-Blau-Gasse,"22A, 87A",1751,2,
OEFFHALTESTOGD.489117,489117,POINT (16.289978928051365 48.20425744504445),Lebingergasse,Lebingergasse,51A,764,2,
OEFFHALTESTOGD.489118,489118,POINT (16.345057127410257 48.17341732472524),Unfallkrankenhaus Meidling,Unfallkrankenhaus Meidling,"63A, 7A",1403,2,
OEFFHALTESTOGD.489119,489119,POINT (16.42768133363335 48.247294552703146),Dückegasse,Dückegasse,27A,951,2,
OEFFHALTESTOGD.489120,489120,POINT (16.31770634039644 48.13743234850174),Hetmanekgasse,Hetmanekgasse,64A,150,2,
OEFFHALTESTOGD.489121,489121,POINT (16.422413916432806 48.16101235620215),Gattergasse,Gattergasse,69A,377,2,
OEFFHALTESTOGD.489122,489122,POINT (16.39888797527366 48.20636450036584),Wittelsbachstraße,Wittelsbachstraße,"4A, 80A",1497,2,
OEFFHALTESTOGD.489123,489123,POINT (16.46231852432844 48.25575936942265),Hosnedlgasse,Hosnedlgasse,27A,550,2,
OEFFHALTESTOGD.489124,489124,POINT (16.52062840262052 48.22551566168484),Himmelteich,Himmelteich,"99A, 99B",767,2,
OEFFHALTESTOGD.489125,489125,POINT (16.26134102653319 48.182349827140946),Seifertstraße,Seifertstraße,"54A, 54B",1220,2,
OEFFHALTESTOGD.489126,489126,POINT (16.401416679573586 48.19785769644495),Kardinal-Nagl-Platz,Kardinal-Nagl-Platz,77A,653,2,
OEFFHALTESTOGD.489127,489127,POINT (16.246295783982237 48.21501624143818),Edenstraße,Edenstraße,52A,259,2,
OEFFHALTESTOGD.489128,489128,POINT (16.33391595814916 48.17679874947368),Zeleborgasse,Zeleborgasse,9A,1545,2,
OEFFHALTESTOGD.489129,489129,POINT (16.33291275094612 48.23886708601442),Hugo-Wolf-Park,Hugo-Wolf-Park,40A,557,2,
OEFFHALTESTOGD.489130,489130,POINT (16.284349919029253 48.219989596142796),Wilhelminenberg,Wilhelminenberg,"46A, 46B",1177,2,
OEFFHALTESTOGD.489131,489131,POINT (16.392945982027637 48.29356426210178),Mühlweg,Mühlweg,32A,1777,2,
OEFFHALTESTOGD.489132,489132,POINT (16.399896902982846 48.157994842582944),Langsulzgasse,Langsulzgasse,15A,750,2,
OEFFHALTESTOGD.489133,489133,POINT (16.457365262378893 48.21726767259681),Wohnpark Lobau,Wohnpark Lobau,"92A, 96A",1500,2,
OEFFHALTESTOGD.489134,489134,POINT (16.368321126162833 48.24873014488602),Mooslackengasse,Mooslackengasse,"11A, 58B, 5B",891,2,
OEFFHALTESTOGD.489135,489135,POINT (16.486126215972522 48.20930950082629),In der Au,In der Au,93A,624,2,
OEFFHALTESTOGD.489136,489136,POINT (16.454545096267 48.177097408581496),Wildpretstraße,Wildpretstraße,"76A, 76B",1487,2,
OEFFHALTESTOGD.489137,489137,POINT (16.369354830282838 48.21353785087423),Tiefer Graben,Tiefer Graben,2A,1033,2,
OEFFHALTESTOGD.489138,489138,POINT (16.39284242134231 48.23328489488837),Engerthstraße/Innstraße,Engerthstraße/Innstraße,"11A, 11B",279,2,
OEFFHALTESTOGD.489139,489139,POINT (16.439290481864127 48.191073328916275),Lusthaus,Lusthaus,77A,453,2,
OEFFHALTESTOGD.489140,489140,POINT (16.42824726479188 48.21999770284154),Neue Donau Mitte,Neue Donau Mitte,"92A, 92B",917,2,
OEFFHALTESTOGD.489141,489141,POINT (16.35643399656937 48.13452127622647),Josef-Prangl-Straße,Josef-Prangl-Straße,67B,1775,2,
OEFFHALTESTOGD.489142,489142,POINT (16.31825266319901 48.24481605597597),Kammerergasse,Kammerergasse,35A,648,2,
OEFFHALTESTOGD.489143,489143,POINT (16.386559032177097 48.29147201255125),"Strebersdorf, Edmund-Hawranek-Platz","Strebersdorf, Edmund-Hawranek-Platz",32A,260,2,
OEFFHALTESTOGD.489144,489144,POINT (16.382545092878015 48.222631385773596),Taborstraße/Heinestraße,Taborstraße/Heinestraße,5B,494,2,
OEFFHALTESTOGD.489145,489145,POINT (16.417322362898993 48.23075633842824),Schüttaustraße,Schüttaustraße,"92A, 92B",1205,2,
OEFFHALTESTOGD.489146,489146,POINT (16.330139224357474 48.26388307266064),Cobenzlgasse,Cobenzlgasse,38A,210,2,
OEFFHALTESTOGD.489147,489147,POINT (16.374244638849838 48.14488906570806),Sulzengasse,Sulzengasse,"67A, 67B",1342,2,
OEFFHALTESTOGD.489148,489148,POINT (16.328546477713846 48.183505393790725),Meidling Hauptstraße,Meidling Hauptstraße,"7A, 9A",863,2,
OEFFHALTESTOGD.489149,489149,POINT (16.30234825021869 48.228042654558294),Dornbacher Straße,Dornbacher Straße,44A,241,2,
OEFFHALTESTOGD.489150,489150,POINT (16.42993456661803 48.18366839433317),Kraftwerk Simmering,Kraftwerk Simmering,"72A, 76B",256,2,
OEFFHALTESTOGD.489151,489151,POINT (16.298375671890607 48.172786401569375),Stranzenberggasse,Stranzenberggasse,58A,1332,2,
OEFFHALTESTOGD.489152,489152,POINT (16.2672027173739 48.16682670855726),Jenbachgasse,Jenbachgasse,56B,595,2,
OEFFHALTESTOGD.489153,489153,POINT (16.289511162838945 48.22241244327826),Predigtstuhl,Predigtstuhl,"46A, 46B",1043,2,
OEFFHALTESTOGD.489154,489154,POINT (16.290708360479094 48.22304207939226),Oberwiedenstraße,Oberwiedenstraße,46A,973,2,
OEFFHALTESTOGD.489155,489155,POINT (16.35674291057787 48.188343630918126),Bacherplatz,Bacherplatz,"12A, 14A, 59A",104,2,
OEFFHALTESTOGD.489156,489156,POINT (16.30750963303346 48.245746300303004),Pötzleinsdorfer Friedhof,Pötzleinsdorfer Friedhof,41A,1057,2,
OEFFHALTESTOGD.489157,489157,POINT (16.283443995684067 48.23919124860639),Geroldgasse,Geroldgasse,43A,392,2,
OEFFHALTESTOGD.489158,489158,POINT (16.301472522353162 48.21837907904208),Kollburggasse,Kollburggasse,"46A, 46B",698,2,
OEFFHALTESTOGD.489159,489159,POINT (16.434573137131213 48.20317824434919),Praterbrücke,Praterbrücke,"77A, 79A, 79B",1039,2,
OEFFHALTESTOGD.489160,489160,POINT (16.387464254469446 48.26944089901774),Anton-Bosch-Gasse,Anton-Bosch-Gasse,34A,68,2,
OEFFHALTESTOGD.489161,489161,POINT (16.359393643119482 48.180442557510204),Matzleinsdorfer Platz,Matzleinsdorfer Platz,14A,849,2,
OEFFHALTESTOGD.489162,489162,POINT (16.365697151414203 48.21503165064961),Börse,Börse,3A,195,2,
OEFFHALTESTOGD.489163,489163,POINT (16.360180804034535 48.14456368860662),Kolbegasse,Kolbegasse,"16A, 17A, 66A, 67A",697,2,
OEFFHALTESTOGD.489164,489164,POINT (16.384844775227577 48.23480425753448),Traisengasse,Traisengasse,"37A, 5A",1385,2,
OEFFHALTESTOGD.489165,489165,POINT (16.425647465781612 48.28545247203034),Kollarzgasse,Kollarzgasse,32A,546,2,
OEFFHALTESTOGD.489166,489166,POINT (16.450963415141658 48.22376756617389),Am Bahnhof,Am Bahnhof,"86A, 87A",427,2,
OEFFHALTESTOGD.489167,489167,POINT (16.46140332772392 48.23462309413856),Am Krautgarten,Am Krautgarten,95A,528,2,
OEFFHALTESTOGD.489168,489168,POINT (16.487962124671498 48.2777909477234),Badeteich Süßenbrunn,Badeteich Süßenbrunn,25A,105,2,
OEFFHALTESTOGD.489169,489169,POINT (16.369860978853783 48.27797646063322),Schwarzlackenau,Schwarzlackenau,34A,1506,2,
OEFFHALTESTOGD.489170,489170,POINT (16.44502241711558 48.21434696896926),Mühlwasserstraße,Mühlwasserstraße,"92A, 93A",904,2,
OEFFHALTESTOGD.489171,489171,POINT (16.42923359496025 48.18258905256903),1. Haidequerstraße Mitte,1. Haidequerstraße Mitte,"72A, 76B",319,2,
OEFFHALTESTOGD.489172,489172,POINT (16.328664675587873 48.177073619764954),Tanbruckgasse,Tanbruckgasse,9A,1373,2,
OEFFHALTESTOGD.489173,489173,POINT (16.354532228933483 48.192928261784544),Pilgramgasse,Pilgramgasse,13A,1018,2,
OEFFHALTESTOGD.489174,489174,POINT (16.41067857555614 48.16576020008896),Swatoschgasse,Swatoschgasse,15A,1344,2,
OEFFHALTESTOGD.489175,489175,POINT (16.365556611190556 48.2139360187324),Helferstorferstraße,Helferstorferstraße,1A,498,2,
OEFFHALTESTOGD.489176,489176,POINT (16.338241386411482 48.181407109498394),Hans-Mandl-Berufsschule,Hans-Mandl-Berufsschule,"59A, 63A",470,2,
OEFFHALTESTOGD.489177,489177,POINT (16.427549978889637 48.131128544249606),"Unterlaa, Stadtgrenze","Unterlaa, Stadtgrenze",70A,1410,2,
OEFFHALTESTOGD.489178,489178,POINT (16.370732586406202 48.245691335131966),Dr.-Adolf-Schärf-Heim,Dr.-Adolf-Schärf-Heim,11A,244,2,
OEFFHALTESTOGD.489179,489179,POINT (16.348833326672764 48.2098002453178),Lederergasse,Lederergasse,13A,1559,2,
OEFFHALTESTOGD.489180,489180,POINT (16.391540571565553 48.15695669434492),Florian-Geyer-Gasse,Florian-Geyer-Gasse,15A,331,2,
OEFFHALTESTOGD.489181,489181,POINT (16.41082846107254 48.289714302803965),Marchfeldkanal,Marchfeldkanal,30A,1622,2,
OEFFHALTESTOGD.489182,489182,POINT (16.373998351305485 48.16407824712974),Daumegasse,Daumegasse,15A,295,2,
OEFFHALTESTOGD.489183,489183,POINT (16.28224502000938 48.22987613975293),Grasgasse,Grasgasse,44A,418,2,
OEFFHALTESTOGD.489184,489184,POINT (16.337653209818 48.17895850121205),Aßmayergasse,Aßmayergasse,59A,103,2,
OEFFHALTESTOGD.489185,489185,POINT (16.46549962239252 48.159955400520836),Mühlsangergasse,Mühlsangergasse,"71B, 73A",902,2,
OEFFHALTESTOGD.489186,489186,POINT (16.434670328936907 48.25812741959762),Satzingerweg,Satzingerweg,27A,1738,2,
OEFFHALTESTOGD.489187,489187,POINT (16.31401503272431 48.162578165620914),Edmund-Reim-Gasse,Edmund-Reim-Gasse,16A,1677,2,
OEFFHALTESTOGD.489188,489188,POINT (16.341697002371664 48.14353676940099),Traviatagasse,Traviatagasse,67A,1388,2,
OEFFHALTESTOGD.489189,489189,POINT (16.365762862671414 48.19726164784949),Schleifmühlgasse,Schleifmühlgasse,59A,1168,2,
OEFFHALTESTOGD.489190,489190,POINT (16.312384989398236 48.13864263791245),Eitnergasse,Eitnergasse,61A,1604,2,
OEFFHALTESTOGD.489191,489191,POINT (16.302725470483093 48.136858571734145),Eduard-Kittenberger-Gasse,Eduard-Kittenberger-Gasse,64A,261,2,
OEFFHALTESTOGD.489192,489192,POINT (16.461499603793193 48.160112188175724),Halterlacken,Halterlacken,"71B, 73A",469,2,
OEFFHALTESTOGD.489193,489193,POINT (16.33590405052079 48.15948161531388),Gutheil-Schoder-Gasse,Gutheil-Schoder-Gasse,"16A, 65A",444,2,
OEFFHALTESTOGD.489194,489194,POINT (16.34930143037204 48.20664079714495),Strozzigasse,Strozzigasse,13A,1340,2,
OEFFHALTESTOGD.489195,489195,POINT (16.37688235221509 48.18854567109742),Argentinierstraße,Argentinierstraße,13A,79,2,
OEFFHALTESTOGD.489196,489196,POINT (16.33393997093826 48.24077039506076),Rodlergasse,Rodlergasse,35A,1108,2,
OEFFHALTESTOGD.489197,489197,POINT (16.37758880084368 48.17309902958638),Reumannplatz,Reumannplatz,"66A, 7A",1095,2,
